answer,answer_pct,cell_pct,election,question,question_number,state,vote_group
Both favorable,1.0,,senate,Opinion of Clinton and Trump,24,Washington,Murray
Both favorable,1.0,,senate,Opinion of Clinton and Trump,24,Washington,Vance
Both favorable,1.0,,senate,Opinion of Clinton and Trump,24,Washington,Other/No Answer
Only Clinton favorable,41.0,96.0,senate,Opinion of Clinton and Trump,24,Washington,Murray
Only Clinton favorable,41.0,4.0,senate,Opinion of Clinton and Trump,24,Washington,Vance
Only Clinton favorable,41.0,,senate,Opinion of Clinton and Trump,24,Washington,Other/No Answer
Only Trump favorable,27.0,13.0,senate,Opinion of Clinton and Trump,24,Washington,Murray
Only Trump favorable,27.0,86.0,senate,Opinion of Clinton and Trump,24,Washington,Vance
Only Trump favorable,27.0,1.0,senate,Opinion of Clinton and Trump,24,Washington,Other/No Answer
Both unfavorable,23.0,47.0,senate,Opinion of Clinton and Trump,24,Washington,Murray
Both unfavorable,23.0,50.0,senate,Opinion of Clinton and Trump,24,Washington,Vance
Both unfavorable,23.0,3.0,senate,Opinion of Clinton and Trump,24,Washington,Other/No Answer
Excellent,1.0,,senate,Condition of national economy,25,Washington,Murray
Excellent,1.0,,senate,Condition of national economy,25,Washington,Vance
Excellent,1.0,,senate,Condition of national economy,25,Washington,Other/No Answer
Good,46.0,87.0,senate,Condition of national economy,25,Washington,Murray
Good,46.0,13.0,senate,Condition of national economy,25,Washington,Vance
Good,46.0,,senate,Condition of national economy,25,Washington,Other/No Answer
Not good,33.0,46.0,senate,Condition of national economy,25,Washington,Murray
Not good,33.0,49.0,senate,Condition of national economy,25,Washington,Vance
Not good,33.0,5.0,senate,Condition of national economy,25,Washington,Other/No Answer
Poor,20.0,20.0,senate,Condition of national economy,25,Washington,Murray
Poor,20.0,80.0,senate,Condition of national economy,25,Washington,Vance
Poor,20.0,,senate,Condition of national economy,25,Washington,Other/No Answer
Good,47.0,87.0,senate,Condition of national economy,26,Washington,Murray
Good,47.0,13.0,senate,Condition of national economy,26,Washington,Vance
Good,47.0,,senate,Condition of national economy,26,Washington,Other/No Answer
Poor,53.0,36.0,senate,Condition of national economy,26,Washington,Murray
Poor,53.0,61.0,senate,Condition of national economy,26,Washington,Vance
Poor,53.0,3.0,senate,Condition of national economy,26,Washington,Other/No Answer
Better than today,30.0,73.0,senate,Life for the next generation of Americans will be:,27,Washington,Murray
Better than today,30.0,26.0,senate,Life for the next generation of Americans will be:,27,Washington,Vance
Better than today,30.0,1.0,senate,Life for the next generation of Americans will be:,27,Washington,Other/No Answer
Worse than today,27.0,40.0,senate,Life for the next generation of Americans will be:,27,Washington,Murray
Worse than today,27.0,57.0,senate,Life for the next generation of Americans will be:,27,Washington,Vance
Worse than today,27.0,3.0,senate,Life for the next generation of Americans will be:,27,Washington,Other/No Answer
About the same,36.0,67.0,senate,Life for the next generation of Americans will be:,27,Washington,Murray
About the same,36.0,33.0,senate,Life for the next generation of Americans will be:,27,Washington,Vance
About the same,36.0,,senate,Life for the next generation of Americans will be:,27,Washington,Other/No Answer
Urban area,36.0,63.0,senate,Area type,28,Washington,Murray
Urban area,36.0,33.0,senate,Area type,28,Washington,Vance
Urban area,36.0,4.0,senate,Area type,28,Washington,Other/No Answer
Suburban area,47.0,57.0,senate,Area type,28,Washington,Murray
Suburban area,47.0,43.0,senate,Area type,28,Washington,Vance
Suburban area,47.0,,senate,Area type,28,Washington,Other/No Answer
Rural area,17.0,59.0,senate,Area type,28,Washington,Murray
Rural area,17.0,41.0,senate,Area type,28,Washington,Vance
Rural area,17.0,,senate,Area type,28,Washington,Other/No Answer
Upper Puget Sound,17.0,61.0,senate,Region,29,Washington,Murray
Upper Puget Sound,17.0,39.0,senate,Region,29,Washington,Vance
Upper Puget Sound,17.0,,senate,Region,29,Washington,Other/No Answer
King County,32.0,68.0,senate,Region,29,Washington,Murray
King County,32.0,28.0,senate,Region,29,Washington,Vance
King County,32.0,4.0,senate,Region,29,Washington,Other/No Answer
Lower Puget Sound,15.0,56.0,senate,Region,29,Washington,Murray
Lower Puget Sound,15.0,44.0,senate,Region,29,Washington,Vance
Lower Puget Sound,15.0,,senate,Region,29,Washington,Other/No Answer
Olympic Peninsula / S.W.,17.0,57.0,senate,Region,29,Washington,Murray
Olympic Peninsula / S.W.,17.0,43.0,senate,Region,29,Washington,Vance
Olympic Peninsula / S.W.,17.0,,senate,Region,29,Washington,Other/No Answer
East Washington,19.0,49.0,senate,Region,29,Washington,Murray
East Washington,19.0,51.0,senate,Region,29,Washington,Vance
East Washington,19.0,,senate,Region,29,Washington,Other/No Answer
Male,46.0,52.0,governor,Gender,0,Washington,Inslee
Male,46.0,47.0,governor,Gender,0,Washington,Bryant
Male,46.0,1.0,governor,Gender,0,Washington,Other/No Answer
Female,54.0,58.0,governor,Gender,0,Washington,Inslee
Female,54.0,34.0,governor,Gender,0,Washington,Bryant
Female,54.0,8.0,governor,Gender,0,Washington,Other/No Answer
18-29,18.0,,governor,Age,1,Washington,Inslee
18-29,18.0,,governor,Age,1,Washington,Bryant
18-29,18.0,,governor,Age,1,Washington,Other/No Answer
30-44,24.0,59.0,governor,Age,1,Washington,Inslee
30-44,24.0,39.0,governor,Age,1,Washington,Bryant
30-44,24.0,2.0,governor,Age,1,Washington,Other/No Answer
45-64,37.0,55.0,governor,Age,1,Washington,Inslee
45-64,37.0,44.0,governor,Age,1,Washington,Bryant
45-64,37.0,1.0,governor,Age,1,Washington,Other/No Answer
65 and older,21.0,60.0,governor,Age,1,Washington,Inslee
65 and older,21.0,37.0,governor,Age,1,Washington,Bryant
65 and older,21.0,3.0,governor,Age,1,Washington,Other/No Answer
18-24,8.0,,governor,Age,2,Washington,Inslee
18-24,8.0,,governor,Age,2,Washington,Bryant
18-24,8.0,,governor,Age,2,Washington,Other/No Answer
25-29,10.0,,governor,Age,2,Washington,Inslee
25-29,10.0,,governor,Age,2,Washington,Bryant
25-29,10.0,,governor,Age,2,Washington,Other/No Answer
30-39,15.0,,governor,Age,2,Washington,Inslee
30-39,15.0,,governor,Age,2,Washington,Bryant
30-39,15.0,,governor,Age,2,Washington,Other/No Answer
40-49,17.0,62.0,governor,Age,2,Washington,Inslee
40-49,17.0,38.0,governor,Age,2,Washington,Bryant
40-49,17.0,,governor,Age,2,Washington,Other/No Answer
50-64,29.0,54.0,governor,Age,2,Washington,Inslee
50-64,29.0,45.0,governor,Age,2,Washington,Bryant
50-64,29.0,1.0,governor,Age,2,Washington,Other/No Answer
65 and older,21.0,60.0,governor,Age,2,Washington,Inslee
65 and older,21.0,37.0,governor,Age,2,Washington,Bryant
65 and older,21.0,3.0,governor,Age,2,Washington,Other/No Answer
18-44,42.0,54.0,governor,Age,3,Washington,Inslee
18-44,42.0,38.0,governor,Age,3,Washington,Bryant
18-44,42.0,8.0,governor,Age,3,Washington,Other/No Answer
45 and older,58.0,57.0,governor,Age,3,Washington,Inslee
45 and older,58.0,41.0,governor,Age,3,Washington,Bryant
45 and older,58.0,2.0,governor,Age,3,Washington,Other/No Answer
White,81.0,55.0,governor,Race,4,Washington,Inslee
White,81.0,43.0,governor,Race,4,Washington,Bryant
White,81.0,2.0,governor,Race,4,Washington,Other/No Answer
Black,1.0,,governor,Race,4,Washington,Inslee
Black,1.0,,governor,Race,4,Washington,Bryant
Black,1.0,,governor,Race,4,Washington,Other/No Answer
Latino,6.0,,governor,Race,4,Washington,Inslee
Latino,6.0,,governor,Race,4,Washington,Bryant
Latino,6.0,,governor,Race,4,Washington,Other/No Answer
Asian,7.0,,governor,Race,4,Washington,Inslee
Asian,7.0,,governor,Race,4,Washington,Bryant
Asian,7.0,,governor,Race,4,Washington,Other/No Answer
Other race,4.0,,governor,Race,4,Washington,Inslee
Other race,4.0,,governor,Race,4,Washington,Bryant
Other race,4.0,,governor,Race,4,Washington,Other/No Answer
White,81.0,55.0,governor,Race,5,Washington,Inslee
White,81.0,43.0,governor,Race,5,Washington,Bryant
White,81.0,2.0,governor,Race,5,Washington,Other/No Answer
Non-white,19.0,64.0,governor,Race,5,Washington,Inslee
Non-white,19.0,33.0,governor,Race,5,Washington,Bryant
Non-white,19.0,3.0,governor,Race,5,Washington,Other/No Answer
White men,37.0,51.0,governor,Race and gender,6,Washington,Inslee
White men,37.0,48.0,governor,Race and gender,6,Washington,Bryant
White men,37.0,1.0,governor,Race and gender,6,Washington,Other/No Answer
White women,43.0,59.0,governor,Race and gender,6,Washington,Inslee
White women,43.0,38.0,governor,Race and gender,6,Washington,Bryant
White women,43.0,3.0,governor,Race and gender,6,Washington,Other/No Answer
Black men,1.0,,governor,Race and gender,6,Washington,Inslee
Black men,1.0,,governor,Race and gender,6,Washington,Bryant
Black men,1.0,,governor,Race and gender,6,Washington,Other/No Answer
Black women,1.0,,governor,Race and gender,6,Washington,Inslee
Black women,1.0,,governor,Race and gender,6,Washington,Bryant
Black women,1.0,,governor,Race and gender,6,Washington,Other/No Answer
Latino men,3.0,,governor,Race and gender,6,Washington,Inslee
Latino men,3.0,,governor,Race and gender,6,Washington,Bryant
Latino men,3.0,,governor,Race and gender,6,Washington,Other/No Answer
Latino women,3.0,,governor,Race and gender,6,Washington,Inslee
Latino women,3.0,,governor,Race and gender,6,Washington,Bryant
Latino women,3.0,,governor,Race and gender,6,Washington,Other/No Answer
Others,11.0,,governor,Race and gender,6,Washington,Inslee
Others,11.0,,governor,Race and gender,6,Washington,Bryant
Others,11.0,,governor,Race and gender,6,Washington,Other/No Answer
High school or less,17.0,41.0,governor,Education,7,Washington,Inslee
High school or less,17.0,37.0,governor,Education,7,Washington,Bryant
High school or less,17.0,22.0,governor,Education,7,Washington,Other/No Answer
Some college,30.0,54.0,governor,Education,7,Washington,Inslee
Some college,30.0,46.0,governor,Education,7,Washington,Bryant
Some college,30.0,,governor,Education,7,Washington,Other/No Answer
College graduate,34.0,56.0,governor,Education,7,Washington,Inslee
College graduate,34.0,42.0,governor,Education,7,Washington,Bryant
College graduate,34.0,2.0,governor,Education,7,Washington,Other/No Answer
Postgraduate,19.0,69.0,governor,Education,7,Washington,Inslee
Postgraduate,19.0,30.0,governor,Education,7,Washington,Bryant
Postgraduate,19.0,1.0,governor,Education,7,Washington,Other/No Answer
Yes,53.0,61.0,governor,Are you a college graduate?,8,Washington,Inslee
Yes,53.0,38.0,governor,Are you a college graduate?,8,Washington,Bryant
Yes,53.0,1.0,governor,Are you a college graduate?,8,Washington,Other/No Answer
No,47.0,49.0,governor,Are you a college graduate?,8,Washington,Inslee
No,47.0,43.0,governor,Are you a college graduate?,8,Washington,Bryant
No,47.0,8.0,governor,Are you a college graduate?,8,Washington,Other/No Answer
White college graduates,44.0,60.0,governor,Education and race,9,Washington,Inslee
White college graduates,44.0,38.0,governor,Education and race,9,Washington,Bryant
White college graduates,44.0,2.0,governor,Education and race,9,Washington,Other/No Answer
Whites no degree,37.0,50.0,governor,Education and race,9,Washington,Inslee
Whites no degree,37.0,48.0,governor,Education and race,9,Washington,Bryant
Whites no degree,37.0,2.0,governor,Education and race,9,Washington,Other/No Answer
Non-whites college grads,10.0,,governor,Education and race,9,Washington,Inslee
Non-whites college grads,10.0,,governor,Education and race,9,Washington,Bryant
Non-whites college grads,10.0,,governor,Education and race,9,Washington,Other/No Answer
Non-whites no degree,9.0,,governor,Education and race,9,Washington,Inslee
Non-whites no degree,9.0,,governor,Education and race,9,Washington,Bryant
Non-whites no degree,9.0,,governor,Education and race,9,Washington,Other/No Answer
White college-grad women,24.0,66.0,governor,Education among whites by sex,10,Washington,Inslee
White college-grad women,24.0,31.0,governor,Education among whites by sex,10,Washington,Bryant
White college-grad women,24.0,3.0,governor,Education among whites by sex,10,Washington,Other/No Answer
White non-college women,19.0,50.0,governor,Education among whites by sex,10,Washington,Inslee
White non-college women,19.0,47.0,governor,Education among whites by sex,10,Washington,Bryant
White non-college women,19.0,3.0,governor,Education among whites by sex,10,Washington,Other/No Answer
White college-grad men,20.0,52.0,governor,Education among whites by sex,10,Washington,Inslee
White college-grad men,20.0,47.0,governor,Education among whites by sex,10,Washington,Bryant
White college-grad men,20.0,1.0,governor,Education among whites by sex,10,Washington,Other/No Answer
White non-college men,18.0,51.0,governor,Education among whites by sex,10,Washington,Inslee
White non-college men,18.0,49.0,governor,Education among whites by sex,10,Washington,Bryant
White non-college men,18.0,,governor,Education among whites by sex,10,Washington,Other/No Answer
Non-whites,19.0,64.0,governor,Education among whites by sex,10,Washington,Inslee
Non-whites,19.0,33.0,governor,Education among whites by sex,10,Washington,Bryant
Non-whites,19.0,3.0,governor,Education among whites by sex,10,Washington,Other/No Answer
"Under $30,000",19.0,48.0,governor,Income,11,Washington,Inslee
"Under $30,000",19.0,24.0,governor,Income,11,Washington,Bryant
"Under $30,000",19.0,28.0,governor,Income,11,Washington,Other/No Answer
"$30K-$49,999",15.0,50.0,governor,Income,11,Washington,Inslee
"$30K-$49,999",15.0,46.0,governor,Income,11,Washington,Bryant
"$30K-$49,999",15.0,4.0,governor,Income,11,Washington,Other/No Answer
"$50K-$99,999",33.0,54.0,governor,Income,11,Washington,Inslee
"$50K-$99,999",33.0,46.0,governor,Income,11,Washington,Bryant
"$50K-$99,999",33.0,,governor,Income,11,Washington,Other/No Answer
"$100K-$199,999",25.0,63.0,governor,Income,11,Washington,Inslee
"$100K-$199,999",25.0,37.0,governor,Income,11,Washington,Bryant
"$100K-$199,999",25.0,,governor,Income,11,Washington,Other/No Answer
"$200K-$249,999",3.0,,governor,Income,11,Washington,Inslee
"$200K-$249,999",3.0,,governor,Income,11,Washington,Bryant
"$200K-$249,999",3.0,,governor,Income,11,Washington,Other/No Answer
"$250,000 or more",5.0,,governor,Income,11,Washington,Inslee
"$250,000 or more",5.0,,governor,Income,11,Washington,Bryant
"$250,000 or more",5.0,,governor,Income,11,Washington,Other/No Answer
Under $50K,34.0,49.0,governor,Income,12,Washington,Inslee
Under $50K,34.0,34.0,governor,Income,12,Washington,Bryant
Under $50K,34.0,17.0,governor,Income,12,Washington,Other/No Answer
$50K-$100K,33.0,54.0,governor,Income,12,Washington,Inslee
$50K-$100K,33.0,46.0,governor,Income,12,Washington,Bryant
